Product ID,Product Name,Product URL,Location,Variations Count,Reviews Count
B08842D7JS,"Acer Predator Helios 300 Gaming Laptop, Intel i7-10750H, NVIDIA GeForce RTX 2060 6GB, 15.6"" Full HD 144Hz 3ms IPS Display, 16GB Dual-Channel DDR4, 512GB NVMe SSD, Wi-Fi 6, RGB Keyboard, PH315-53-72XD",https://www.amazon.com/Acer-Predator-i7-10750H-Dual-Channel-PH315-53-72XD/dp/B08842D7JS/ref=sr_1_6?dchild=1&qid=1611479836&refinements=p_n_intended_use_browse-bin%3A9647499011%2Cp_n_condition-type%3A2224371011&rnid=2224369011&s=pc&sr=1-6,United States,3,616
B08777BH1B,"Acer Nitro 5 Gaming Laptop, 9th Gen Intel Core i7-9750H, NVIDIA GeForce RTX 2060, 15.6"" Full HD IPS 144Hz Display, 16GB DDR4, 256GB NVMe SSD, Wi-Fi 6, Waves MaxxAudio, Backlit Keyboard, AN515-54-728C",https://www.amazon.com/Acer-i7-9750H-MaxxAudio-Keyboard-AN515-54-728C/dp/B08777BH1B/ref=sr_1_20?dchild=1&qid=1611479836&refinements=p_n_intended_use_browse-bin%3A9647499011%2Cp_n_condition-type%3A2224371011&rnid=2224369011&s=pc&sr=1-20,United States,3,224
B07YNHXX8D,"Microsoft Surface Pro 7 – 12.3"" Touch-Screen - 10th Gen Intel Core i5 - 8GB Memory - 128GB SSD (Latest Model) – Platinum (VDV-00001)",https://www.amazon.com/New-Microsoft-Surface-Pro-Touch-Screen/dp/B07YNHXX8D/ref=sr_1_23?dchild=1&qid=1611479836&refinements=p_n_intended_use_browse-bin%3A9647499011%2Cp_n_condition-type%3A2224371011&rnid=2224369011&s=pc&sr=1-23&th=1,United States,3,340
B07QQB7552,"ASUS F512DA-EB51 VivoBook 15 Thin and Light Laptop, 15.6” Full HD, AMD Quad Core R5-3500U CPU, 8GB DDR4 RAM, 256GB PCIe SSD, AMD Radeon Vega 8 Graphics, Windows 10 Home, Slate Gray",https://www.amazon.com/ASUS-VivoBook-R5-3500U-Graphics-F512DA-EB51/dp/B07QQB7552/ref=sr_1_27?dchild=1&qid=1611667168&refinements=p_n_condition-type%3A2224371011%2Cp_72%3A1248882011%2Cp_n_intended_use_browse-bin%3A9647497011%7C9647498011%7C9647499011&rnid=9647496011&s=pc&sr=1-27&th=1,United States,1,388
B081V6W99V,"ASUS Laptop L210 Ultra Thin Laptop, 11.6” HD Display, Intel Celeron N4020 Processor, 4GB RAM, 64GB Storage, NumberPad, Windows 10 Home in S Mode with One Year of Microsoft 365 Personal, L210MA-DB01",https://www.amazon.com/ASUS-Processor-NumberPad-Microsoft-L210MA-DB01/dp/B081V6W99V/ref=sr_1_3?dchild=1&keywords=laptop&qid=1614430097&rnid=16225007011&s=computers-intl-ship&sr=1-3,United States,1,835
